driver_id: DRV00001, month: 2022-01-01, trips_completed: 26, total_miles: 36620, total_revenue: 79141.59, average_mpg: 6.61, total_fuel_gallons: 5574.7, on_time_delivery_rate: 0.385, average_idle_hours: 8.2
driver_id: DRV00001, month: 2022-02-01, trips_completed: 9, total_miles: 13515, total_revenue: 27133.87, average_mpg: 6.69, total_fuel_gallons: 2095.1, on_time_delivery_rate: 0.333, average_idle_hours: 6.8
driver_id: DRV00001, month: 2022-03-01, trips_completed: 20, total_miles: 30361, total_revenue: 62399.62, average_mpg: 6.36, total_fuel_gallons: 4792.2, on_time_delivery_rate: 0.55, average_idle_hours: 7.5
driver_id: DRV00001, month: 2022-04-01, trips_completed: 19, total_miles: 28127, total_revenue: 68161.13, average_mpg: 6.61, total_fuel_gallons: 4251.4, on_time_delivery_rate: 0.474, average_idle_hours: 8.4
driver_id: DRV00001, month: 2022-05-01, trips_completed: 14, total_miles: 16071, total_revenue: 36256.82, average_mpg: 6.35, total_fuel_gallons: 2573.1, on_time_delivery_rate: 0.214, average_idle_hours: 6.8
driver_id: DRV00001, month: 2022-06-01, trips_completed: 13, total_miles: 17291, total_revenue: 39709.91, average_mpg: 6.38, total_fuel_gallons: 2767.8, on_time_delivery_rate: 0.615, average_idle_hours: 5.5
driver_id: DRV00001, month: 2022-07-01, trips_completed: 21, total_miles: 32772, total_revenue: 66855.24, average_mpg: 6.41, total_fuel_gallons: 5198.6, on_time_delivery_rate: 0.476, average_idle_hours: 7.5
driver_id: DRV00001, month: 2022-08-01, trips_completed: 20, total_miles: 27010, total_revenue: 58514.48, average_mpg: 6.35, total_fuel_gallons: 4331.9, on_time_delivery_rate: 0.45, average_idle_hours: 5.8
driver_id: DRV00001, month: 2022-09-01, trips_completed: 20, total_miles: 30866, total_revenue: 72027.99, average_mpg: 6.21, total_fuel_gallons: 4984.9, on_time_delivery_rate: 0.55, average_idle_hours: 5.8
driver_id: DRV00001, month: 2022-10-01, trips_completed: 12, total_miles: 23943, total_revenue: 53495.8, average_mpg: 6.26, total_fuel_gallons: 3832.4, on_time_delivery_rate: 0.333, average_idle_hours: 7.0
driver_id: DRV00001, month: 2022-11-01, trips_completed: 16, total_miles: 21223, total_revenue: 43790.85, average_mpg: 6.28, total_fuel_gallons: 3401.1, on_time_delivery_rate: 0.5, average_idle_hours: 7.8
driver_id: DRV00001, month: 2022-12-01, trips_completed: 16, total_miles: 21622, total_revenue: 46003.88, average_mpg: 6.41, total_fuel_gallons: 3360.9, on_time_delivery_rate: 0.688, average_idle_hours: 7.2
driver_id: DRV00001, month: 2023-01-01, trips_completed: 12, total_miles: 18268, total_revenue: 38932.16, average_mpg: 6.47, total_fuel_gallons: 2857.2, on_time_delivery_rate: 0.333, average_idle_hours: 7.6
driver_id: DRV00001, month: 2023-02-01, trips_completed: 17, total_miles: 28460, total_revenue: 53581.07, average_mpg: 6.41, total_fuel_gallons: 4405.0, on_time_delivery_rate: 0.294, average_idle_hours: 7.2
driver_id: DRV00001, month: 2023-03-01, trips_completed: 14, total_miles: 20595, total_revenue: 42486.0, average_mpg: 6.65, total_fuel_gallons: 3107.8, on_time_delivery_rate: 0.714, average_idle_hours: 7.2
driver_id: DRV00001, month: 2023-04-01, trips_completed: 20, total_miles: 33189, total_revenue: 73889.12, average_mpg: 6.55, total_fuel_gallons: 4982.5, on_time_delivery_rate: 0.5, average_idle_hours: 5.9
driver_id: DRV00001, month: 2023-05-01, trips_completed: 27, total_miles: 38925, total_revenue: 80753.47, average_mpg: 6.7, total_fuel_gallons: 5834.1, on_time_delivery_rate: 0.481, average_idle_hours: 6.7
driver_id: DRV00001, month: 2023-06-01, trips_completed: 16, total_miles: 25040, total_revenue: 48233.25, average_mpg: 6.62, total_fuel_gallons: 3889.6, on_time_delivery_rate: 0.5, average_idle_hours: 6.3
driver_id: DRV00001, month: 2023-07-01, trips_completed: 24, total_miles: 33112, total_revenue: 71219.63, average_mpg: 6.41, total_fuel_gallons: 5208.4, on_time_delivery_rate: 0.417, average_idle_hours: 7.2
driver_id: DRV00001, month: 2023-08-01, trips_completed: 18, total_miles: 23507, total_revenue: 50546.35, average_mpg: 6.57, total_fuel_gallons: 3637.3, on_time_delivery_rate: 0.5, average_idle_hours: 7.7
driver_id: DRV00001, month: 2023-09-01, trips_completed: 16, total_miles: 26151, total_revenue: 57939.38, average_mpg: 6.27, total_fuel_gallons: 4183.4, on_time_delivery_rate: 0.438, average_idle_hours: 7.5
driver_id: DRV00001, month: 2023-10-01, trips_completed: 14, total_miles: 15481, total_revenue: 32072.26, average_mpg: 6.37, total_fuel_gallons: 2495.6, on_time_delivery_rate: 0.429, average_idle_hours: 6.3
driver_id: DRV00001, month: 2023-11-01, trips_completed: 17, total_miles: 27676, total_revenue: 56540.65, average_mpg: 6.62, total_fuel_gallons: 4265.6, on_time_delivery_rate: 0.353, average_idle_hours: 6.6
driver_id: DRV00001, month: 2023-12-01, trips_completed: 18, total_miles: 25415, total_revenue: 59509.14, average_mpg: 6.24, total_fuel_gallons: 4132.2, on_time_delivery_rate: 0.389, average_idle_hours: 6.8
driver_id: DRV00001, month: 2024-01-01, trips_completed: 22, total_miles: 36993, total_revenue: 79177.37, average_mpg: 6.36, total_fuel_gallons: 5830.0, on_time_delivery_rate: 0.273, average_idle_hours: 6.7
